N34,N47,N70,N73,N74,N83,N178,N208,N225,N248,N249,N264,N276,N289,N314,N320,N327,N337,N342,N349,N387,N388,N406,N458,N502,N522,N539,N556,N562,N563,N611,N614,N619,N629,N639,N676,N682,N688,N701,N702,N755,N778,N780,N785,N813,N817,N835,N860,N861,N886,N896,N898,N899,N900,N906
0.53,0.20400000000000001,0.054000000000000006,0.8682000000000001,2.6356,0.052000000000000005,0.05500000000000001,0.229,0.281,2.628,0.2098,0.4378,0.05600000000000001,0.282,0.572,0.183,0.24900000000000003,0.24760000000000004,0.19,0.051000000000000004,0.24,0.054000000000000006,0.203,0.441,0.343,0.20800000000000002,0.371,0.028000000000000004,0.22600000000000003,0.173,0.215,0.3996,0.167,0.1498,0.043,0.196,0.24900000000000003,0.052000000000000005,0.048,0.043,0.2226,0.16,0.0568,0.133,0.191,0.37960000000000005,0.1322,4.6,0.054000000000000006,0.0728,0.053000000000000005,0.12280000000000002,0.174,0.048,0.05500000000000001
0.40520000000000006,0.044,0.054000000000000006,2.849,2.8362000000000003,0.052000000000000005,0.05500000000000001,0.229,0.272,2.628,0.821,0.437,0.05600000000000001,0.1924,0.572,0.07819999999999999,0.24900000000000003,0.227,0.19,0.16640000000000002,0.24,0.054000000000000006,0.203,0.2836,0.3224,0.20800000000000002,0.371,0.028000000000000004,1.5298,0.205,0.215,0.625,0.167,0.176,0.09020000000000002,0.196,0.3328,0.052000000000000005,0.048,0.043,0.179,0.16,0.084,0.133,0.191,0.2764,0.24500000000000002,3.0136000000000003,0.054000000000000006,0.156,0.053000000000000005,0.052000000000000005,0.174,0.048,0.05500000000000001
0.036,0.044,0.054000000000000006,2.841,0.293,0.052000000000000005,0.1474,0.229,0.266,2.6988,0.821,0.30419999999999997,0.05600000000000001,0.049,0.572,0.30800000000000005,0.24900000000000003,0.193,0.24580000000000002,0.388,0.045,0.054000000000000006,0.203,2.7444,0.24,0.06880000000000001,0.40279999999999994,0.1136,2.399,0.281,0.215,1.4582000000000002,0.079,0.176,0.1956,0.11140000000000001,0.5067999999999999,0.052000000000000005,0.048,0.1814,0.179,0.0964,0.084,0.133,1.8496000000000001,0.21000000000000002,0.24500000000000002,2.617,0.054000000000000006,0.156,0.053000000000000005,0.052000000000000005,0.146,0.048,0.174
0.036,0.044,0.054000000000000006,2.7264000000000004,0.293,0.052000000000000005,0.209,0.6792,0.266,2.628,0.821,0.271,0.05600000000000001,0.049,0.43099999999999994,0.272,0.048,1.2939999999999998,0.175,0.388,0.045,0.054000000000000006,0.203,3.402,0.12600000000000003,0.034,0.22519999999999998,0.242,2.399,0.349,0.215,2.7800000000000002,0.05700000000000001,0.1498,0.334,0.05500000000000001,0.44320000000000004,0.0872,0.048,0.389,0.7573999999999999,0.054000000000000006,0.084,0.029000000000000005,2.942,0.1356,0.24500000000000002,2.617,0.054000000000000006,0.1868,0.0728,0.052000000000000005,0.139,0.048,0.174
0.036,0.044,0.054000000000000006,2.6496,0.293,0.052000000000000005,0.209,0.21220000000000003,1.754,2.628,0.821,0.17320000000000002,0.085,0.29000000000000004,0.43099999999999994,0.22580000000000006,0.048,0.27,0.337,0.388,0.045,0.054000000000000006,0.203,3.402,0.05,0.034,0.182,0.242,2.404,0.333,0.215,3.9494,0.193,0.1182,0.334,0.05500000000000001,0.3848,0.22800000000000004,0.048,0.389,0.368,0.054000000000000006,0.084,0.029000000000000005,2.942,0.086,0.3306,2.617,0.054000000000000006,0.2476,0.152,0.052000000000000005,0.139,0.048,0.174
0.036,0.044,0.054000000000000006,2.5616,0.293,0.052000000000000005,0.209,0.201,2.126,2.6988,0.821,0.052000000000000005,0.085,0.33,0.43099999999999994,0.195,0.048,0.27,0.8309999999999998,0.268,0.045,0.054000000000000006,0.8152000000000001,3.402,0.05,0.034,0.182,0.1136,2.645,0.499,0.215,5.6288,0.8757999999999999,0.22800000000000004,0.23959999999999998,0.05500000000000001,0.3323999999999999,0.22800000000000004,0.048,0.389,0.368,0.054000000000000006,0.084,0.029000000000000005,2.9964,0.049,0.164,2.617,0.256,0.20600000000000002,0.152,0.052000000000000005,0.139,0.048,0.1264
0.036,0.044,0.054000000000000006,2.537,0.161,0.052000000000000005,0.3172,0.201,2.126,2.628,0.6681999999999999,0.052000000000000005,0.085,0.39,0.567,0.195,0.048,0.33440000000000003,0.262,0.0944,0.045,0.054000000000000006,0.303,0.7716,0.1346,0.034,0.182,0.028000000000000004,2.3764,1.4404,0.18,0.236,0.5344,0.22800000000000004,0.21600000000000003,0.05500000000000001,2.2316,0.22800000000000004,0.048,0.28340000000000004,0.368,0.054000000000000006,0.182,0.029000000000000005,2.0136,0.0786,0.152,2.617,0.2758,0.20600000000000002,0.152,0.052000000000000005,0.139,0.048,0.05500000000000001
0.036,0.044,0.054000000000000006,2.537,0.161,0.052000000000000005,0.2044,0.30300000000000005,3.9614,0.6996,0.05700000000000001,0.052000000000000005,0.085,0.418,0.589,0.2652,0.048,0.3868,1.0524,0.051000000000000004,0.045,0.054000000000000006,0.303,0.11400000000000002,0.191,0.034,0.182,0.028000000000000004,0.638,0.992,2.6122000000000005,0.164,0.193,0.22800000000000004,0.07759999999999999,0.05500000000000001,4.1414,0.22800000000000004,0.048,0.043,0.368,0.054000000000000006,0.6123999999999999,0.029000000000000005,3.2036000000000002,0.086,0.1306,2.617,0.355,0.1752,0.09259999999999999,0.052000000000000005,0.30040000000000006,0.048,0.05500000000000001
0.036,0.193,0.054000000000000006,2.6468000000000003,0.035,0.052000000000000005,0.207,0.2762,5.4818,0.129,0.07680000000000001,0.052000000000000005,0.085,0.257,0.541,0.312,0.048,0.21000000000000002,0.5499999999999999,0.051000000000000004,0.045,0.054000000000000006,0.4478,0.1244,0.191,0.034,0.182,0.028000000000000004,0.638,0.48999999999999994,4.211,0.05600000000000001,0.193,0.22800000000000004,0.043,0.05500000000000001,3.0578,0.0872,0.048,0.043,0.2008,0.054000000000000006,0.334,0.22800000000000004,0.217,0.086,0.045,2.617,0.355,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.346,0.048,0.05500000000000001
0.036,0.193,0.054000000000000006,2.8144000000000005,0.035,0.052000000000000005,1.1186,0.213,4.877,0.129,0.188,0.052000000000000005,0.085,0.257,0.541,5.421,0.048,0.21000000000000002,0.078,0.051000000000000004,0.045,0.1328,1.3256000000000001,0.127,0.191,0.034,0.182,0.028000000000000004,0.4814,0.39699999999999996,4.211,0.05600000000000001,0.193,0.045,0.043,0.05500000000000001,2.5072,0.052000000000000005,0.048,0.043,0.288,0.054000000000000006,0.334,0.22800000000000004,0.217,0.086,0.045,1.6174,0.2338,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.3436,0.048,0.05500000000000001
0.192,0.32320000000000004,0.054000000000000006,2.8419999999999996,0.035,0.052000000000000005,2.5100000000000002,0.07699999999999999,3.7834000000000003,0.3978,0.188,0.052000000000000005,0.05600000000000001,0.257,0.461,0.312,0.048,0.1456,0.078,0.051000000000000004,0.08399999999999999,0.251,0.8288,0.148,0.10640000000000001,0.034,0.182,0.028000000000000004,0.191,0.31300000000000006,2.585,0.05600000000000001,0.193,0.045,0.043,0.05500000000000001,2.5,0.052000000000000005,0.048,0.043,0.288,0.11760000000000001,0.334,0.22800000000000004,0.217,0.086,0.045,0.118,0.09359999999999999,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.322,0.048,0.05500000000000001
0.192,0.2828,0.054000000000000006,2.7016,0.11499999999999999,0.14479999999999998,2.526,0.043,1.8936000000000004,0.39719999999999994,0.188,0.0846,0.05600000000000001,0.257,0.311,0.195,0.048,0.049,0.078,0.051000000000000004,0.24,0.251,0.384,0.23200000000000004,0.05,0.034,0.182,0.028000000000000004,0.191,0.26819999999999994,1.501,0.05600000000000001,0.23699999999999996,0.045,0.043,0.05500000000000001,1.536,0.052000000000000005,0.048,0.043,0.288,0.16,0.182,0.22800000000000004,0.217,0.21400000000000002,0.045,0.22600000000000003,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.1996,0.048,0.178
0.192,0.341,0.054000000000000006,2.1462,0.23499999999999996,0.284,2.0702,0.043,0.462,0.072,0.1602,0.3478,0.05600000000000001,0.22100000000000003,0.311,0.1378,0.12840000000000001,0.049,0.1588,0.051000000000000004,0.24,0.251,0.31160000000000004,0.255,0.202,0.0688,0.3548,0.028000000000000004,0.191,0.24699999999999997,2.755,0.05600000000000001,0.41879999999999995,0.045,0.043,0.05500000000000001,0.09,0.052000000000000005,0.048,0.043,0.2226,0.16,0.13199999999999998,0.12940000000000002,0.053000000000000005,0.515,0.1578,0.22600000000000003,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.088,0.048,0.26
0.192,0.341,0.054000000000000006,0.0956,0.23499999999999996,0.284,0.24699999999999997,0.1918,0.23400000000000004,0.072,0.049,0.381,0.05600000000000001,0.2562,0.311,0.052000000000000005,0.24900000000000003,0.049,0.26,0.051000000000000004,0.24,0.251,0.2096,0.347,0.24,0.20800000000000002,0.398,0.028000000000000004,0.191,0.24699999999999997,1.2368,0.05600000000000001,0.496,0.045,0.043,0.1678,0.09,0.052000000000000005,0.048,0.043,0.179,0.16,0.084,0.133,0.053000000000000005,0.515,0.1918,0.26139999999999997,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.052000000000000005,0.088,0.048,0.379
0.09839999999999999,0.2918,0.054000000000000006,0.11100000000000002,0.11500000000000002,0.284,0.05500000000000001,0.229,0.23400000000000004,0.072,0.049,0.38780000000000003,0.05600000000000001,0.345,0.311,0.11200000000000002,0.24900000000000003,0.049,0.25,0.051000000000000004,0.24,0.054000000000000006,0.21400000000000002,0.4318000000000001,0.24,0.20800000000000002,0.398,0.028000000000000004,0.191,0.24699999999999997,0.18,0.1156,2.8144,0.045,0.161,0.196,0.09,0.052000000000000005,0.048,0.043,0.179,0.054000000000000006,0.084,0.133,0.053000000000000005,0.5012000000000001,0.215,0.2182,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.1902,0.088,0.048,0.379
0.036,0.21739999999999998,0.054000000000000006,0.171,0.035,0.284,0.05500000000000001,0.229,0.23400000000000004,0.209,0.049,0.308,0.05600000000000001,1.047,0.311,0.152,0.24900000000000003,0.049,0.25,0.0944,0.08399999999999999,0.054000000000000006,0.21400000000000002,0.559,0.24,0.20800000000000002,1.4634,0.028000000000000004,0.191,0.24699999999999997,0.18,0.354,3.1468000000000003,0.045,0.161,0.196,0.1614,0.052000000000000005,0.048,0.043,0.179,0.054000000000000006,0.0796,0.133,0.053000000000000005,0.47800000000000004,0.2392,0.118,0.054000000000000006,0.052000000000000005,0.053000000000000005,0.389,0.088,0.048,0.33799999999999997
0.036,0.198,0.054000000000000006,0.18,0.035,0.052000000000000005,0.05500000000000001,0.229,0.24300000000000002,0.18159999999999998,0.049,0.24159999999999995,0.05600000000000001,0.3094,0.311,0.152,0.24900000000000003,0.049,0.25,0.268,0.045,0.054000000000000006,0.21400000000000002,1.7542000000000002,0.164,0.20800000000000002,0.19360000000000005,0.028000000000000004,0.191,0.24699999999999997,0.18,0.354,3.079,0.045,0.161,0.196,0.209,0.052000000000000005,0.048,0.043,0.179,0.054000000000000006,0.11040000000000001,0.07060000000000002,0.053000000000000005,0.606,0.336,0.18879999999999997,0.054000000000000006,0.2892,0.053000000000000005,0.389,0.088,0.08220000000000001,0.1264
0.036,0.198,0.054000000000000006,0.23700000000000002,0.035,0.052000000000000005,0.05500000000000001,0.15460000000000002,0.24900000000000003,0.072,0.049,0.124,0.05600000000000001,0.4069999999999999,0.29100000000000004,0.152,0.048,0.2258,0.059,0.268,0.045,0.054000000000000006,0.29400000000000004,0.3168,0.05,0.06880000000000001,0.05619999999999999,0.0708,0.191,0.187,0.18,0.354,3.079,0.045,0.11380000000000001,0.0832,0.244,0.052000000000000005,0.048,0.175,0.179,0.054000000000000006,0.3944,0.029000000000000005,0.053000000000000005,0.606,0.44880000000000003,0.118,0.054000000000000006,0.3172,0.053000000000000005,0.32500000000000007,0.088,0.219,0.05500000000000001
0.036,0.16720000000000002,0.054000000000000006,0.23700000000000002,0.035,0.052000000000000005,0.05500000000000001,0.043,0.24900000000000003,0.072,0.049,0.16720000000000002,0.05600000000000001,0.47139999999999993,0.053000000000000005,0.2568,0.048,0.27,0.05900000000000001,0.268,0.045,0.054000000000000006,0.314,0.23200000000000004,0.05,0.034,0.051000000000000004,0.242,0.25739999999999996,0.187,0.18,0.3534,0.05700000000000001,0.045,0.21600000000000003,0.05500000000000001,1.4866,0.0872,0.048,0.175,0.179,0.054000000000000006,0.084,0.029000000000000005,0.053000000000000005,0.5316000000000001,0.524,0.118,0.054000000000000006,0.319,0.053000000000000005,0.19360000000000002,0.09759999999999999,0.219,0.05500000000000001
0.036,0.044,0.054000000000000006,0.2426,0.035,0.052000000000000005,0.05500000000000001,0.043,0.24900000000000003,0.072,0.049,0.196,0.05600000000000001,0.568,0.053000000000000005,0.283,0.048,0.27,0.068,0.268,0.045,0.054000000000000006,0.314,1.5472000000000001,0.05,0.034,0.051000000000000004,0.242,0.357,0.6186,0.18,0.2714,0.05700000000000001,0.1498,0.21600000000000003,0.0728,0.2566,0.22800000000000004,0.048,0.175,0.21680000000000002,0.054000000000000006,0.14500000000000002,0.029000000000000005,0.053000000000000005,0.48200000000000004,0.524,0.1888,0.054000000000000006,0.2982,0.053000000000000005,0.052000000000000005,0.08,0.219,0.05500000000000001
0.036,0.044,0.054000000000000006,0.3322,0.035,0.052000000000000005,0.05500000000000001,0.043,0.24900000000000003,0.072,0.049,0.196,0.05600000000000001,0.4948,0.053000000000000005,0.3298,0.048,0.27,0.068,0.0944,0.045,0.054000000000000006,0.294,3.5096000000000003,0.05,0.034,0.051000000000000004,0.1564,0.5953999999999999,0.393,0.18,0.236,0.05700000000000001,0.32239999999999996,0.21600000000000003,0.144,0.259,0.22800000000000004,0.048,0.1222,0.368,0.054000000000000006,1.815,0.029000000000000005,0.053000000000000005,0.3706,0.524,0.118,0.11340000000000001,0.061,0.053000000000000005,0.052000000000000005,0.08,0.219,0.05500000000000001
0.036,0.044,0.054000000000000006,0.086,0.035,0.052000000000000005,0.05500000000000001,0.043,0.3822,0.06899999999999999,0.049,0.196,0.05600000000000001,0.43479999999999996,0.053000000000000005,0.4,0.048,0.18160000000000004,0.068,0.051000000000000004,0.045,0.054000000000000006,0.21400000000000002,3.507,0.05,0.034,0.051000000000000004,0.028000000000000004,0.746,0.39780000000000004,1.8052,0.236,0.05700000000000001,0.359,0.21600000000000003,0.144,0.23220000000000002,0.22800000000000004,0.048,0.043,0.5486,0.1388,1.815,0.029000000000000005,0.053000000000000005,0.32099999999999995,0.4864,0.1888,0.153,0.061,0.053000000000000005,0.052000000000000005,0.266,0.0822,0.05500000000000001
0.036,0.044,0.054000000000000006,0.086,0.161,0.052000000000000005,0.05500000000000001,0.043,0.471,0.4304,0.049,0.0808,0.05600000000000001,0.3536,0.053000000000000005,0.3312,0.048,0.049,0.068,0.051000000000000004,0.045,0.054000000000000006,0.21400000000000002,3.507,0.05,0.034,0.051000000000000004,0.028000000000000004,0.6796,0.4032,3.4268,0.164,0.101,0.3328,0.11220000000000001,0.144,0.14339999999999997,0.22800000000000004,0.048,0.043,0.621,0.16,1.815,0.1484,0.053000000000000005,0.29699999999999993,0.336,0.613,0.153,0.061,0.09259999999999999,0.052000000000000005,0.24500000000000002,0.048,0.11860000000000001
0.1056,0.044,0.054000000000000006,0.086,0.161,0.052000000000000005,0.05500000000000001,0.077,0.5412,0.19,0.049,0.052000000000000005,0.05600000000000001,0.257,0.053000000000000005,0.329,0.048,0.049,0.068,0.051000000000000004,0.045,0.054000000000000006,0.395,2.1917999999999997,0.05,0.034,0.051000000000000004,0.028000000000000004,0.58,0.3627999999999999,0.18,0.05600000000000001,0.167,0.22800000000000004,0.043,0.09059999999999999,0.072,0.0872,0.048,0.043,0.621,0.16,1.815,0.22800000000000004,0.053000000000000005,0.285,0.336,0.046,0.153,0.061,0.152,0.052000000000000005,0.24500000000000002,0.048,0.161
0.152,0.193,0.054000000000000006,0.086,0.1554,0.052000000000000005,0.1166,0.213,0.6235999999999999,0.19,0.049,0.052000000000000005,0.05600000000000001,0.257,0.053000000000000005,0.2354,0.048,0.049,0.068,0.051000000000000004,0.045,0.054000000000000006,2.5382,2.1917999999999997,0.05,0.034,0.051000000000000004,0.028000000000000004,0.4915999999999999,0.36,0.18,0.05600000000000001,0.167,0.15480000000000002,0.06659999999999999,0.05500000000000001,0.072,0.052000000000000005,0.048,0.043,0.48020000000000007,0.1388,0.5596,0.2696,3.078,0.049,0.336,0.046,0.054000000000000006,0.061,0.152,0.052000000000000005,0.2492,0.048,0.161
0.152,0.193,0.054000000000000006,0.078,0.147,0.052000000000000005,0.209,0.213,0.6186,0.2036,0.049,0.052000000000000005,0.05600000000000001,0.257,0.053000000000000005,0.3308,0.048,0.049,0.068,0.171,0.045,0.1722,3.074,3.507,0.088,0.034,0.051000000000000004,0.028000000000000004,0.36079999999999995,0.36,0.18,0.05600000000000001,0.167,0.045,0.161,0.05500000000000001,0.072,0.052000000000000005,0.048,0.043,0.22079999999999997,0.054000000000000006,0.9710000000000003,0.332,3.078,0.049,0.336,0.046,0.054000000000000006,0.082,0.152,0.052000000000000005,0.15439999999999998,0.048,0.18480000000000002
0.152,0.1826,0.054000000000000006,0.22240000000000001,0.147,0.052000000000000005,0.209,0.14500000000000002,0.453,0.264,0.049,0.052000000000000005,0.05600000000000001,0.257,0.053000000000000005,0.12120000000000002,0.24900000000000003,0.049,0.068,0.171,0.045,0.251,3.074,3.4050000000000002,0.24,0.034,0.0718,0.028000000000000004,0.2584,0.36,0.18,0.05600000000000001,0.079,0.045,0.19699999999999998,0.05500000000000001,0.072,0.052000000000000005,0.048,0.043,0.192,0.054000000000000006,0.097,0.2922,2.5278,0.049,0.348,0.046,0.054000000000000006,0.34879999999999994,0.0728,0.052000000000000005,0.08,0.061,0.28
0.192,0.141,0.054000000000000006,0.259,0.1554,0.052000000000000005,0.209,0.043,0.453,0.324,0.049,0.1172,0.05600000000000001,0.257,0.053000000000000005,0.0792,0.24900000000000003,0.049,0.406,0.171,0.24,0.251,1.358,3.342,0.24,0.034,0.1982,0.028000000000000004,0.24700000000000003,0.374,0.18,0.05600000000000001,0.05700000000000001,0.045,0.233,0.05500000000000001,0.072,0.1396,0.048,0.043,0.20800000000000002,0.054000000000000006,0.097,0.133,0.327,0.049,0.348,0.046,0.054000000000000006,0.096,0.053000000000000005,0.052000000000000005,0.08,0.061,0.31439999999999996
0.192,0.261,0.054000000000000006,0.6632,0.035,0.14479999999999998,0.209,0.1918,0.44400000000000006,0.356,0.049,0.215,0.05600000000000001,0.257,0.053000000000000005,0.152,0.24900000000000003,0.049,0.47539999999999993,0.12300000000000003,0.24,0.2934,0.316,1.3692000000000002,0.24,0.034,0.39459999999999995,0.028000000000000004,0.231,0.053000000000000005,0.18,0.1268,0.05700000000000001,0.045,0.12620000000000003,0.11139999999999999,0.072,0.314,0.048,0.043,0.23200000000000004,0.054000000000000006,0.097,0.0498,0.3174,0.0876,0.37339999999999995,0.046,0.054000000000000006,0.096,0.053000000000000005,0.052000000000000005,0.08,0.058399999999999994,0.323
0.192,0.341,0.054000000000000006,2.077,0.23499999999999996,0.284,0.05500000000000001,0.229,0.438,0.364,0.049,0.215,0.05600000000000001,0.257,0.155,0.052000000000000005,0.24900000000000003,0.049,0.599,0.051000000000000004,0.24,0.3176,0.316,0.1388,0.24,0.20800000000000002,0.489,0.028000000000000004,0.231,0.053000000000000005,0.18,0.233,0.25,0.045,0.05500000000000001,0.196,0.10800000000000001,0.314,0.048,0.043,0.23840000000000003,0.054000000000000006,0.24899999999999997,0.029000000000000005,0.315,0.242,0.426,0.046,0.1348,1.2896000000000003,0.053000000000000005,0.1936,0.08,0.048,0.2516
0.192,0.2828,0.054000000000000006,2.077,0.23499999999999996,0.284,0.207,0.229,0.438,0.364,0.13240000000000002,0.2036,0.05600000000000001,0.2596,0.223,0.052000000000000005,0.12840000000000001,0.049,0.601,0.051000000000000004,0.24,0.16,0.316,0.266,0.1292,0.20800000000000002,0.4266,0.028000000000000004,0.231,0.347,0.18,0.233,0.9535999999999998,0.0712,0.05500000000000001,0.196,0.11700000000000002,0.314,0.048,0.043,0.248,0.054000000000000006,0.287,0.029000000000000005,2.5485999999999995,0.242,0.426,0.046,0.256,0.20600000000000002,0.053000000000000005,0.229,0.1466,0.048,0.05500000000000001
0.09839999999999999,0.244,0.054000000000000006,2.077,0.195,0.284,0.207,0.229,0.4878,0.364,0.188,0.196,0.05600000000000001,0.2954,0.223,0.052000000000000005,0.048,0.049,0.4828,0.1378,0.12300000000000003,0.16,0.27599999999999997,1.6732,0.153,0.20800000000000002,0.385,0.028000000000000004,0.47919999999999996,0.347,0.18,0.233,0.33540000000000003,0.176,0.0502,0.285,0.081,0.22640000000000002,0.048,0.043,0.248,0.054000000000000006,0.24,0.029000000000000005,3.2299999999999995,0.1968,0.426,0.046,0.256,0.47220000000000006,0.053000000000000005,0.229,0.195,0.048,0.05500000000000001
0.036,0.20400000000000001,0.054000000000000006,0.08859999999999998,0.035,0.284,0.207,0.15460000000000002,0.5509999999999999,0.376,0.188,0.286,0.05600000000000001,0.397,0.223,0.07880000000000001,0.048,0.049,0.3796,0.268,0.045,0.0752,0.21600000000000003,3.5418,0.153,0.20800000000000002,0.9381999999999999,0.028000000000000004,0.534,0.347,0.18,0.44960000000000006,0.181,0.176,0.1934,0.2286,0.05700000000000001,0.344,0.048,0.043,0.248,0.054000000000000006,0.24,0.029000000000000005,3.29,0.2834,0.06639999999999999,0.046,0.256,0.37920000000000004,0.053000000000000005,0.35700000000000004,0.195,0.219,0.05500000000000001
0.036,0.044,0.054000000000000006,0.1846,0.035,0.052000000000000005,0.207,0.043,0.624,0.364,0.188,0.45200000000000007,0.05600000000000001,0.4614000000000001,0.189,0.2908,0.048,0.08120000000000001,0.258,0.268,0.045,0.054000000000000006,0.21600000000000003,3.457,0.153,0.1036,0.532,0.028000000000000004,0.534,0.347,0.18,0.357,0.181,0.176,1.6283999999999998,0.144,0.0546,0.3572,0.048,0.043,0.23199999999999998,0.054000000000000006,0.5754,0.029000000000000005,3.1892,0.333,0.045,0.046,0.2956,0.316,0.053000000000000005,0.3182,0.195,0.24300000000000002,0.05500000000000001
0.036,0.044,0.054000000000000006,0.2364,0.035,0.052000000000000005,0.207,0.1378,0.8996000000000001,0.364,0.1046,0.36560000000000004,0.05600000000000001,0.6556000000000001,0.053000000000000005,0.317,0.048,0.21000000000000002,0.258,0.268,0.045,0.054000000000000006,0.21600000000000003,3.4539999999999997,0.2116,0.034,0.1738,0.1992,0.6526,0.3818,0.18,0.357,0.225,0.09739999999999999,0.276,0.10839999999999998,0.045,0.377,0.048,0.043,0.43220000000000003,0.054000000000000006,1.0008,0.029000000000000005,6.3902,0.333,0.045,0.046,0.153,0.316,0.053000000000000005,0.21200000000000002,0.195,0.8251999999999999,0.219
0.036,0.044,0.054000000000000006,0.296,0.035,0.052000000000000005,0.19659999999999997,0.201,0.6013999999999999,0.45359999999999995,0.049,0.27199999999999996,0.05600000000000001,0.68,0.053000000000000005,0.317,0.048,0.21000000000000002,0.6896,0.268,0.045,0.054000000000000006,0.21600000000000003,2.0468,0.191,0.034,0.17140000000000002,0.242,0.554,0.434,0.18360000000000004,0.357,0.21400000000000002,0.045,3.251,0.05500000000000001,0.045,0.377,0.048,0.043,0.461,0.054000000000000006,0.178,0.029000000000000005,0.28179999999999994,0.333,0.045,0.046,0.153,0.22360000000000002,0.053000000000000005,0.052000000000000005,0.195,3.01,0.26
0.036,0.044,0.054000000000000006,0.296,0.035,0.052000000000000005,1.2877999999999998,0.201,0.7224,0.476,0.049,0.21800000000000003,0.05600000000000001,0.68,0.053000000000000005,0.2732,0.048,0.21000000000000002,1.1824000000000001,0.051000000000000004,0.045,0.054000000000000006,0.22999999999999998,1.8773999999999997,0.191,0.034,0.169,0.242,0.554,0.64,0.189,0.092,0.181,0.1548,3.1818,0.05500000000000001,0.045,0.27140000000000003,0.048,0.043,0.4506,0.054000000000000006,0.178,0.029000000000000005,0.201,0.08099999999999999,0.045,0.046,0.153,0.162,0.053000000000000005,0.052000000000000005,0.2012,2.9702,0.26
0.0824,0.044,0.054000000000000006,0.296,0.035,0.052000000000000005,0.22480000000000003,0.201,0.9696,0.476,0.049,0.11840000000000002,0.05600000000000001,0.5912000000000001,0.053000000000000005,0.1282,0.048,0.1778,0.36,0.051000000000000004,0.045,0.054000000000000006,0.257,3.6808000000000005,0.191,0.034,0.169,0.028000000000000004,0.554,0.64,0.189,0.05600000000000001,0.306,0.22800000000000004,3.196,0.05500000000000001,0.45820000000000005,0.201,0.048,0.043,0.5178,0.054000000000000006,0.178,0.11220000000000001,0.189,0.049,0.233,0.046,0.0738,0.2524,0.053000000000000005,0.052000000000000005,0.22600000000000003,3.0274,0.33140000000000003
0.152,0.044,0.054000000000000006,0.20159999999999995,0.035,0.052000000000000005,0.348,0.24220000000000003,0.518,0.476,0.049,0.052000000000000005,0.05600000000000001,0.397,0.053000000000000005,0.10200000000000001,0.048,0.049,0.36,0.051000000000000004,0.045,0.054000000000000006,1.1705999999999999,0.074,0.05,0.034,0.15740000000000004,0.028000000000000004,0.5098,1.9533999999999998,0.053000000000000005,0.05600000000000001,0.306,0.22800000000000004,0.161,0.05500000000000001,0.8714000000000001,0.201,0.048,0.043,0.4128,0.054000000000000006,0.198,0.133,0.189,0.049,0.233,0.08920000000000002,0.054000000000000006,0.275,0.09259999999999999,0.052000000000000005,0.22600000000000003,2.803,0.297
0.152,0.2854,0.054000000000000006,0.178,0.035,0.052000000000000005,0.348,0.213,2.2964,0.476,0.049,0.052000000000000005,0.05600000000000001,0.27,0.053000000000000005,0.10200000000000001,0.048,0.0932,0.2968,0.051000000000000004,0.045,0.054000000000000006,0.9148,0.062,0.05,0.034,0.051000000000000004,0.028000000000000004,0.333,0.426,0.053000000000000005,0.05600000000000001,0.306,0.22800000000000004,0.161,0.05500000000000001,0.045,0.201,0.048,0.043,0.384,0.16,0.278,0.133,1.452,0.049,0.233,0.154,0.054000000000000006,0.275,0.152,0.052000000000000005,0.21339999999999998,2.779,0.174
0.24559999999999998,0.347,0.054000000000000006,0.357,0.035,0.052000000000000005,0.39560000000000006,0.213,3.6439999999999997,0.6714,0.049,0.052000000000000005,0.05600000000000001,0.27,0.053000000000000005,0.2036,0.048,0.27,0.3476,0.14700000000000002,0.045,0.1328,0.449,0.054000000000000006,0.05,0.034,0.063,0.028000000000000004,0.3276,0.426,0.053000000000000005,0.05600000000000001,1.2738,0.19140000000000001,0.11380000000000001,0.05500000000000001,0.045,0.201,0.048,0.043,0.384,0.16,0.278,0.11220000000000001,0.364,0.049,0.233,0.154,0.054000000000000006,0.25420000000000004,0.152,0.052000000000000005,0.229,2.779,0.174
0.21519999999999997,0.3172,0.054000000000000006,0.3936,0.035,0.052000000000000005,0.46699999999999997,0.043,3.7700000000000005,0.5821999999999999,0.049,0.0846,0.05600000000000001,0.2718,0.053000000000000005,0.229,0.048,0.27,0.384,0.171,0.045,0.251,0.449,0.054000000000000006,0.09120000000000002,0.034,0.063,0.028000000000000004,0.36,2.597,0.053000000000000005,0.05600000000000001,2.4639999999999995,0.045,0.043,0.05500000000000001,0.045,0.201,0.048,0.2142,0.3462,0.16,0.15,0.029000000000000005,0.364,0.049,0.1844,0.154,0.054000000000000006,0.17360000000000003,0.152,0.052000000000000005,0.229,2.779,0.05500000000000001
